cbo,wmc,dit,rfc,lcom,totalMethods,totalFields,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocks,uniqueWordsQty,defect
30,37,2,60,10,7,2,0,192,4,0,10,5,0,11,2,27,0,26,8,120,1
19,90,8,86,492,43,26,20,521,36,4,17,6,2,14,22,52,13,49,6,417,0
45,90,5,79,492,43,26,0,520,36,4,17,6,2,14,22,52,13,49,6,417,1
37,53,8,107,148,28,21,9,393,11,2,7,0,3,18,24,85,9,77,6,275,0
40,54,4,94,169,28,18,0,374,11,2,7,0,3,20,23,83,9,75,6,260,1
53,205,21,171,496,78,25,12,1008,30,7,50,5,28,22,99,164,55,109,11,354,1
20,26,10,29,16,9,1,2,154,8,3,4,1,1,1,2,12,1,8,3,162,0
21,25,3,29,16,9,1,0,152,8,3,3,1,1,1,2,11,1,7,3,161,1
23,67,2,49,192,22,4,1,263,13,6,11,0,3,31,5,37,13,34,5,125,0
23,58,1,34,157,19,3,0,200,13,5,10,0,3,14,5,32,7,28,5,80,1
9,3,4,11,0,3,0,0,42,0,0,0,0,0,0,0,7,0,7,0,39,0
9,3,3,11,0,3,0,0,42,0,0,0,0,0,0,0,7,0,7,0,39,1
6,0,2,2,0,0,3,0,22,0,0,0,0,0,2,0,2,0,3,0,13,0
7,0,2,2,0,0,3,0,22,0,0,0,0,0,2,0,2,0,3,0,13,1
3,49,5,36,461,35,15,30,438,41,1,9,2,0,10,20,31,12,28,2,136,0
12,49,5,33,461,35,15,0,438,41,1,9,2,0,10,20,31,12,28,2,136,1
43,53,5,101,148,28,21,0,393,11,2,7,0,3,18,24,85,9,77,6,275,1
7,32,1,45,8,13,10,2,209,6,2,10,0,0,9,23,24,3,21,2,184,0
13,32,1,42,8,13,10,0,209,6,2,10,0,0,9,23,24,2,21,2,184,1
47,55,6,132,80,22,14,16,432,21,7,8,8,2,10,0,58,1,67,9,309,0
64,54,5,121,64,21,14,0,416,19,7,8,7,2,10,0,57,1,65,9,301,1
20,20,2,61,8,8,4,3,107,5,0,4,2,1,18,1,19,0,22,3,91,0
18,20,1,60,8,8,4,0,106,5,0,4,1,1,18,1,19,0,22,2,91,1
41,69,2,37,288,25,3,4,257,12,4,22,0,7,26,24,70,18,51,3,158,0
35,67,1,36,288,25,3,0,252,12,4,20,0,5,26,24,67,18,49,3,155,1
15,63,2,53,449,31,7,0,178,7,1,17,0,4,5,9,29,7,24,2,106,0
18,60,1,55,396,29,5,0,168,9,1,20,0,4,5,11,24,7,23,2,104,1
16,20,1,13,63,15,5,3,99,9,0,3,1,0,0,0,16,0,9,1,85,1
12,25,1,24,13,10,8,0,111,2,9,5,0,1,47,1,11,5,10,2,101,0
11,24,1,23,4,9,8,0,109,2,9,5,0,1,47,1,11,5,10,2,101,1
419,417,43,599,224,175,35,63,3493,115,71,57,6,8,153,27,360,41,324,77,1695,0
388,418,42,572,224,175,35,0,3497,115,71,57,6,8,153,27,360,41,324,77,1695,1
32,68,29,81,17,24,2,5,446,45,0,10,2,16,13,0,3,6,3,12,167,0
75,68,11,47,17,24,2,0,446,45,0,10,2,16,13,0,3,6,3,12,166,1
24,52,5,49,5,8,24,3,349,16,7,16,0,0,55,1,51,4,45,6,143,0
28,52,2,48,5,8,24,0,349,16,7,16,0,0,54,1,51,4,45,6,143,1
38,109,5,70,61,15,10,23,551,8,21,37,7,28,100,104,177,41,140,10,223,0
37,109,2,68,61,15,10,0,551,8,21,37,7,28,100,104,177,41,140,10,223,1
14,19,3,29,18,13,20,5,143,4,1,2,0,16,0,21,45,33,40,3,136,1
11,22,1,37,0,2,4,0,99,1,7,5,0,0,6,0,15,1,15,4,103,0
18,20,1,30,0,2,4,0,91,1,6,5,0,0,6,0,13,0,13,4,101,1
68,572,7,452,27884,270,30,22,3134,293,65,109,3,10,144,105,365,60,317,9,741,0
83,572,7,397,27884,270,30,0,3135,293,65,109,3,10,144,105,365,60,317,9,741,1
3,11,1,12,4,4,2,0,53,6,1,3,3,0,2,0,6,0,5,3,62,0
10,11,1,12,4,4,2,0,53,6,1,3,3,0,2,0,6,0,5,3,62,1
8,10,2,13,0,7,3,0,72,1,0,3,5,0,2,0,8,0,8,2,35,0
10,10,1,13,0,7,3,0,72,1,0,3,5,0,2,0,8,0,8,2,36,1
16,60,2,54,242,32,6,10,580,20,1,6,0,1,11,9,24,6,15,3,207,0
26,60,2,52,242,32,6,0,580,20,1,6,0,1,11,9,24,6,15,3,208,1
33,75,31,39,13,36,1,4,388,3,1,11,0,0,68,0,2,0,2,3,206,1
36,135,17,126,291,52,19,3,720,13,21,22,0,7,15,77,114,36,100,8,250,0
35,136,12,96,318,53,19,0,723,14,21,22,0,7,15,77,114,36,100,8,252,1
13,4,2,16,0,2,1,0,31,2,0,1,0,0,1,2,7,0,7,1,72,0
13,3,1,9,0,2,1,0,27,1,0,1,0,0,1,1,6,0,6,1,62,1
165,446,5,211,79788,402,2,240,4962,413,1,22,4,9,93,33,29,12,28,3,1678,0
182,446,5,166,79788,402,2,0,4962,413,1,22,4,9,93,33,29,12,28,3,1678,1
174,552,26,570,889,99,44,51,2616,114,20,159,49,20,170,62,311,17,239,32,956,0
206,552,21,506,889,99,44,0,2614,114,20,159,49,20,170,62,311,17,239,32,956,1
37,76,7,87,169,30,5,0,388,37,11,30,2,1,1,0,39,4,35,11,279,0
36,75,4,85,169,30,5,0,386,37,11,29,2,1,1,0,38,4,34,11,277,1
28,62,4,58,342,36,11,2,255,22,6,12,1,1,3,6,36,4,35,4,146,1
18,87,11,90,62,35,28,14,619,21,10,19,1,3,41,28,74,19,61,12,563,0
45,86,5,76,54,34,28,0,587,21,10,19,0,3,41,28,74,19,61,12,505,1
1,26,1,14,4,5,6,5,113,4,3,12,0,0,0,10,21,1,13,4,74,0
4,26,1,12,4,5,6,0,113,4,3,12,0,0,0,10,21,1,13,4,75,1
8,89,1,92,586,37,4,53,415,35,11,18,5,0,311,45,107,70,95,3,197,0
12,89,1,95,586,37,4,0,415,35,11,18,5,0,308,45,107,70,95,3,195,1
6,24,2,14,3,15,9,0,165,7,2,8,0,0,2,1,31,0,14,2,41,0
10,24,2,13,3,15,9,0,164,7,2,8,0,0,2,1,30,0,14,2,41,1
13,12,3,22,0,6,3,0,116,2,1,2,0,0,1,5,11,0,11,2,87,0
13,12,3,21,0,6,3,0,114,2,1,2,0,0,1,5,11,0,11,2,87,1
36,181,1,152,173,22,70,13,1008,20,11,68,41,4,204,30,311,59,200,5,436,1
13,8,2,29,9,6,1,0,43,2,0,0,0,0,6,0,8,1,8,1,55,0
13,8,1,30,9,6,1,0,43,2,0,0,0,0,6,0,8,1,8,1,55,1
3,9,1,9,0,4,1,0,46,6,2,1,0,6,4,0,9,0,7,2,35,0
6,9,1,9,0,4,1,0,46,6,2,0,0,6,3,0,9,0,7,2,34,1
6,25,1,32,72,13,1,2,129,8,3,6,0,1,3,4,15,1,11,2,101,0
12,23,1,28,60,12,1,0,123,6,3,5,0,1,2,4,15,1,11,2,100,1
18,13,2,6,31,10,4,0,78,10,0,2,0,1,8,2,5,0,5,1,81,0
19,13,1,6,31,10,4,0,78,10,0,2,0,1,7,2,5,0,5,1,81,1
24,293,2,140,15127,187,52,0,1141,111,11,69,0,27,9,77,231,22,128,5,189,0
21,293,2,129,15161,187,52,0,1141,111,11,69,0,27,9,77,231,20,128,5,189,1
21,46,3,66,77,15,3,0,209,8,6,11,3,1,10,16,36,2,23,3,135,1
22,116,1,156,593,38,1,6,448,49,24,18,2,1,12,10,105,4,98,5,202,0
46,115,1,124,593,38,1,0,448,49,24,18,2,1,12,10,105,4,98,5,201,1
36,39,7,72,44,22,11,1,253,14,6,5,0,1,15,4,37,7,33,4,146,0
44,40,8,72,44,23,11,0,264,14,6,5,0,1,15,4,37,7,33,4,156,1
8,13,1,18,3,7,4,2,69,4,0,3,1,0,2,0,15,0,11,3,61,0
9,12,1,13,3,7,4,0,64,3,0,3,1,0,4,0,14,2,10,3,60,1
23,114,1,63,2346,69,0,15,657,38,11,0,2,72,41,19,26,31,115,3,412,0
43,114,1,46,2346,69,0,0,657,38,11,0,2,72,41,19,26,31,115,3,412,1
6,9,1,7,1,2,0,1,33,6,0,0,1,1,7,2,0,0,0,2,15,0
7,9,1,6,1,2,0,0,34,5,0,0,1,1,8,2,0,1,0,2,19,1
38,73,3,124,182,39,12,6,423,33,6,13,2,3,33,4,36,8,45,3,339,1
8,33,1,0,528,33,20,0,197,0,0,0,0,0,0,20,20,0,20,0,309,0
4,33,1,0,528,33,20,0,197,0,0,0,0,0,0,20,20,0,20,0,309,1
8,9,1,21,0,7,4,8,66,0,0,2,0,0,16,8,23,0,20,0,43,0
10,9,1,20,0,7,4,0,65,0,0,2,0,0,16,8,23,0,20,0,42,1
34,189,2,167,0,17,17,8,731,30,12,46,16,13,116,39,140,32,102,10,219,0
51,190,1,153,0,17,17,0,738,30,12,46,17,13,117,39,143,32,104,10,222,1
9,283,1,0,39903,283,0,0,1614,0,0,0,0,0,0,0,0,0,0,0,478,0
10,283,1,0,39903,283,0,0,1612,0,0,0,0,0,0,0,0,0,0,0,490,1
75,66,4,45,793,47,17,11,439,32,2,10,0,1,6,0,40,0,36,4,407,0
74,66,2,42,793,47,17,0,438,32,2,10,0,1,6,0,39,0,35,4,407,1
21,272,1,177,0,183,20,0,787,36,11,63,0,14,24,42,131,10,126,2,283,1
32,156,3,91,761,59,22,1,734,45,8,53,0,3,2,23,127,11,95,5,363,0
27,156,2,84,761,59,22,0,732,45,8,53,0,3,2,23,126,11,95,5,363,1
10,3,2,0,3,3,1,0,28,1,0,0,0,0,5,1,1,0,1,0,38,0
9,3,1,0,3,3,1,0,28,1,0,0,0,0,5,1,1,0,1,0,38,1
30,47,2,69,72,13,5,5,192,13,9,13,3,3,11,8,44,3,45,5,124,0
32,45,1,57,72,13,4,0,187,13,9,12,3,3,10,8,43,3,43,5,121,1
24,32,2,66,37,18,6,0,176,15,0,1,4,0,39,1,39,3,39,1,124,0
34,32,1,63,37,18,6,0,176,15,0,1,4,0,39,1,39,3,39,1,124,1
5,1,1,16,0,1,0,1,16,1,0,0,0,0,0,0,2,0,2,0,15,0
5,1,1,15,0,1,0,0,13,1,0,0,0,0,0,0,1,0,1,0,11,1
80,134,33,129,1139,69,10,6,881,62,5,40,6,1,18,11,60,5,41,19,307,0
56,221,16,185,1092,72,4,0,1041,63,16,39,15,10,122,150,225,61,160,7,395,0
4,6,2,11,0,3,2,0,31,2,0,2,0,0,2,0,2,2,2,1,44,0
76,205,17,164,496,78,25,0,1008,30,7,50,5,28,22,99,164,55,109,11,354,0
26,90,4,77,1084,54,32,2,371,19,5,15,0,4,1,77,82,26,51,6,213,0
40,54,4,94,169,28,18,0,374,11,2,7,0,3,20,23,83,9,75,6,260,0
6,31,2,32,124,17,4,0,138,17,0,7,4,0,9,1,8,0,8,2,111,0
17,21,1,13,63,15,5,0,101,9,0,4,1,0,0,0,16,0,9,1,85,0
4,24,1,36,28,8,0,17,101,10,2,9,2,1,9,3,31,1,24,3,73,0
9,19,2,29,18,13,20,0,143,4,1,2,0,16,0,21,45,33,40,3,136,0
12,35,5,34,135,21,6,0,191,5,0,4,0,0,20,12,20,0,13,3,110,0
36,75,31,37,13,36,1,0,388,3,1,11,0,0,68,0,2,0,2,3,206,0
17,22,2,17,188,20,2,0,101,3,0,1,1,0,1,0,4,0,3,1,124,0
34,62,4,58,342,36,11,0,256,22,6,12,1,1,3,6,37,4,35,4,146,0
4,10,1,8,0,10,2,0,35,8,0,0,0,0,0,0,0,0,2,0,17,0
55,181,1,132,173,22,70,0,1009,20,11,68,41,4,204,30,311,59,200,5,436,0
2,6,1,3,0,5,4,0,27,2,0,1,0,0,2,3,5,1,5,1,22,0
19,46,2,66,77,15,3,0,209,8,6,11,3,1,10,16,36,2,23,3,135,0
4,33,1,38,21,7,5,9,169,7,2,7,3,1,10,45,54,26,39,4,121,0
40,74,3,112,219,40,12,0,429,34,6,13,2,3,34,4,36,8,45,3,344,0
5,8,1,9,9,6,2,2,30,3,0,2,0,0,1,0,4,0,4,1,36,0
5,11,1,12,2,5,5,0,48,1,0,1,0,3,9,2,12,3,8,2,44,0
17,20,1,34,8,8,7,3,142,6,3,4,1,0,51,0,17,0,17,2,79,0
26,273,1,165,0,183,20,0,792,36,11,64,0,14,24,42,131,10,126,2,283,0
30,65,7,116,0,15,2,0,473,18,2,10,5,2,13,11,45,1,41,16,177,0
45,143,4,101,1137,67,10,2,688,42,11,35,1,2,12,30,102,6,64,5,586,0
7,199,2,57,315,32,14,61,691,37,44,62,2,3,44,97,158,33,136,6,201,0
10,6,1,16,0,4,4,1,39,2,0,1,0,0,2,4,11,1,10,1,53,0
12,52,4,54,478,34,4,7,202,23,3,6,1,6,14,20,28,17,24,5,167,0
3,3,2,6,1,2,3,0,25,0,0,0,1,0,5,0,0,0,3,1,35,0
35,110,1,85,410,49,9,10,471,56,9,27,10,4,92,9,80,20,72,2,155,0
5,38,1,19,4,16,3,0,127,17,0,17,0,2,11,0,11,0,5,1,92,1
13,52,2,37,80,24,18,0,221,3,0,6,0,0,6,85,43,34,26,2,83,0
14,51,2,37,80,24,18,0,220,3,0,5,0,0,6,85,42,34,25,2,80,1
19,143,6,66,547,39,46,5,506,30,2,35,3,18,19,72,66,21,61,5,270,0
35,144,2,62,547,39,46,0,506,30,2,35,3,19,19,72,66,21,61,5,272,1
9,13,2,23,1,3,4,3,66,4,0,3,0,0,8,5,10,1,8,4,59,0
7,12,1,22,1,3,4,0,64,4,0,3,0,0,6,5,8,1,7,4,56,1
24,50,1,64,76,13,2,6,210,18,5,11,4,0,8,3,45,1,40,4,128,0
30,48,1,51,76,13,2,0,199,18,5,11,3,0,7,3,44,1,39,4,123,1
41,239,22,117,91,108,38,42,1577,108,29,70,0,4,46,71,149,26,104,13,446,0
96,239,9,99,91,108,38,0,1577,108,29,70,0,4,46,71,149,26,104,13,446,1
5,33,1,26,122,21,11,4,164,21,2,7,0,0,18,2,23,1,20,1,50,1
34,32,1,63,37,18,6,0,176,15,0,1,4,0,39,1,39,3,39,1,123,0
34,32,1,63,37,18,6,0,176,15,0,1,4,0,39,1,39,3,39,1,124,1
9,16,2,8,10,13,3,0,75,4,0,2,0,0,0,0,6,0,4,2,44,0
9,16,1,8,10,13,3,0,75,4,0,2,0,0,0,0,6,0,4,2,44,1
63,169,14,144,319,55,33,26,973,55,15,46,4,4,113,40,125,7,112,6,746,0
66,169,10,129,319,55,33,0,972,55,15,46,4,4,113,40,125,7,112,6,746,1
7,27,2,18,45,10,0,0,130,15,5,12,0,1,0,8,27,1,19,4,196,0
6,27,1,18,45,10,0,0,130,15,5,12,0,1,0,8,27,1,19,4,196,1
126,163,29,327,238,65,46,7,1530,22,12,23,6,19,137,76,198,19,179,20,569,0
116,163,28,318,238,65,46,0,1531,22,12,23,6,19,142,76,198,20,179,20,569,1
21,59,5,57,382,34,14,0,258,8,14,5,0,1,1,13,51,7,44,3,173,1
6,9,2,7,36,9,0,0,30,9,0,0,0,0,0,2,0,0,0,0,17,0
6,9,1,7,36,9,0,0,30,9,0,0,0,0,0,2,0,0,0,0,17,1
28,61,2,81,89,14,2,1,276,7,2,26,1,2,13,3,74,2,59,2,128,0
36,61,1,79,89,14,2,0,276,7,2,26,1,2,13,3,74,2,59,2,128,1
9,19,2,26,0,4,3,5,66,1,1,5,1,1,6,6,15,3,10,4,60,0
8,19,1,25,0,4,3,0,66,1,1,5,1,1,6,6,15,3,10,4,60,1
13,50,1,9,1225,50,0,0,265,5,0,0,0,0,0,3,0,0,0,0,298,0
13,50,1,8,1225,50,0,0,265,5,0,0,0,0,0,3,0,0,0,0,292,1
12,13,7,21,6,6,1,1,137,8,0,2,4,1,6,2,16,1,14,4,141,0
19,12,3,20,6,6,1,0,147,7,0,1,5,0,5,2,19,0,14,3,143,1
7,7,2,11,2,5,4,0,42,4,0,0,0,1,7,7,9,6,8,1,64,1
183,458,4,253,64980,364,9,321,3681,440,0,30,8,3,86,32,64,0,105,3,1601,0
212,458,4,210,64980,364,9,0,3681,440,0,30,8,3,86,32,64,0,105,3,1601,1
51,312,7,185,2149,83,57,4,1228,31,11,82,0,23,61,106,199,36,152,7,546,0
60,312,6,176,2149,83,57,0,1228,31,11,82,0,23,61,106,199,36,152,7,546,1
1,4,2,6,0,1,0,18,34,0,0,0,0,0,1,0,5,0,5,1,23,0
1,4,1,6,0,1,0,0,29,0,0,0,0,0,1,0,4,0,4,1,22,1
50,85,8,113,207,34,33,6,399,19,2,15,1,2,20,4,67,1,56,10,237,0
53,85,8,109,207,34,33,0,399,19,2,15,1,2,20,4,67,1,56,10,237,1
7,56,1,44,186,25,15,5,314,12,2,11,0,0,9,16,28,3,22,3,218,0
12,56,1,41,186,25,15,0,314,12,2,11,0,0,9,16,28,3,22,3,218,1
25,15,4,12,6,15,1,0,113,13,0,0,0,0,2,0,3,0,3,0,100,1
9,15,1,48,0,10,4,10,132,2,0,3,6,0,34,6,25,12,22,3,108,0
15,15,1,47,0,10,4,0,131,2,0,3,6,0,34,6,25,12,22,3,108,1
10,6,1,2,9,6,3,0,24,3,0,0,0,0,15,0,3,0,3,0,15,0
13,6,1,2,9,6,3,0,24,3,0,0,0,0,15,0,3,0,3,0,15,1
1,7,1,15,0,1,1,1,45,0,0,2,1,0,30,8,8,6,8,2,84,0
6,7,1,15,0,1,1,0,45,0,0,2,1,0,30,8,8,6,8,2,84,1
41,136,7,90,27,26,18,22,489,25,14,42,1,15,22,7,111,6,81,8,236,0
52,135,6,89,27,26,18,0,480,25,14,42,0,15,19,7,111,4,81,8,231,1
22,91,1,70,52,24,4,0,353,26,23,22,0,8,17,14,68,6,56,5,108,0
29,91,1,66,52,24,4,0,356,26,23,22,0,8,17,15,69,6,56,5,109,1
35,117,4,126,498,70,6,0,405,12,0,16,0,7,5,2,14,0,9,3,221,1
28,10,2,44,3,6,7,0,71,5,1,0,1,0,17,0,28,0,31,1,75,0
34,10,1,43,7,6,7,0,71,5,1,0,1,0,17,0,28,0,31,1,75,1
9,19,2,30,3,7,3,1,95,4,0,2,3,0,17,4,15,5,14,2,67,0
9,19,2,29,3,7,3,0,94,3,0,2,3,0,13,4,15,1,14,2,67,1
83,51,31,59,39,32,53,5,566,14,1,16,0,3,13,13,89,4,94,5,381,0
113,51,29,57,39,32,53,0,566,14,1,16,0,3,13,13,89,4,94,5,381,1
10,61,1,32,36,9,0,6,264,17,11,17,4,0,10,11,77,5,30,5,64,0
10,60,1,30,36,9,0,0,264,17,11,17,4,0,10,10,76,5,29,5,63,1
2,9,2,35,4,4,3,3,93,2,1,0,0,0,36,16,32,4,22,1,121,0
15,9,1,35,4,4,6,0,101,2,1,0,0,0,39,14,34,4,23,1,119,1
31,64,7,67,713,48,40,0,312,25,2,8,2,0,25,2,50,5,47,3,200,1
25,68,4,94,121,24,14,7,310,13,12,6,6,0,59,5,73,24,61,4,197,0
35,69,3,92,121,24,14,0,310,13,12,6,6,0,60,5,73,24,61,4,197,1
21,73,12,30,175,38,10,1,289,32,5,20,0,2,9,12,33,6,20,4,254,0
31,71,4,24,171,37,10,0,278,31,4,20,0,2,9,12,32,6,19,4,249,1
33,105,2,71,425,35,8,2,333,24,13,15,0,4,7,1,56,0,52,5,149,0
36,104,1,70,425,35,8,0,333,24,13,15,0,3,7,1,56,0,52,5,149,1
16,10,2,25,3,6,4,0,75,1,1,0,1,0,1,0,10,1,10,3,61,0
18,10,2,24,1,6,4,0,75,1,1,0,1,0,1,0,11,1,11,3,60,1
8,34,2,14,174,21,6,0,95,17,1,6,0,1,1,4,12,2,14,2,61,0
15,34,1,12,174,21,6,0,95,17,1,6,0,1,1,4,12,2,14,2,61,1
2,19,1,11,21,11,5,0,86,7,1,4,0,1,1,0,15,0,9,2,48,1
11,4,1,29,0,4,8,0,71,0,0,0,0,0,10,5,13,4,12,0,109,0
11,4,1,29,0,4,8,0,71,0,0,0,0,0,10,5,13,4,12,0,109,1
91,45,24,58,12,29,40,0,525,9,2,11,0,4,12,10,71,3,75,5,313,0
89,44,24,58,12,29,40,0,522,9,2,10,0,4,11,10,71,2,75,5,311,1
8,40,2,23,136,17,0,1,185,13,20,0,0,0,60,2,20,18,19,3,136,0
9,40,1,22,136,17,0,0,185,13,20,0,0,0,58,2,20,18,19,3,133,1
11,36,2,23,190,20,0,0,101,0,16,0,0,16,2,0,2,1,2,1,70,0
7,36,1,22,190,20,0,0,101,0,16,0,0,16,1,0,2,1,2,1,70,1
2,2,1,0,1,2,0,0,20,0,0,0,0,0,0,0,0,0,0,0,74,0
0,2,1,0,1,2,0,0,20,0,0,0,0,0,0,0,0,0,0,0,74,1
27,98,66,198,22,37,46,42,1180,19,8,18,6,4,81,397,113,16,111,21,494,1
2,30,1,20,4,4,8,18,97,8,2,7,3,0,28,6,25,3,20,4,61,0
6,29,1,19,4,4,8,0,95,8,2,7,3,0,28,6,25,3,20,4,61,1
5,13,1,12,24,8,2,19,46,10,1,2,0,0,34,0,5,0,5,2,79,0
7,26,15,25,17,7,2,0,207,9,1,2,0,0,34,0,5,0,5,2,89,1
4,11,2,8,10,8,5,0,59,5,0,1,0,0,0,5,8,0,6,1,63,0
4,10,1,7,10,8,5,0,56,4,0,0,0,0,0,4,7,0,5,1,63,1
14,12,2,11,24,9,4,5,41,5,0,1,1,0,1,0,4,0,4,2,51,0
13,11,1,12,16,8,4,0,38,4,0,1,1,0,1,0,4,0,4,2,45,1
33,39,2,63,25,11,19,1,143,6,0,8,1,0,17,6,29,2,35,3,116,0
28,41,1,64,29,11,19,0,149,7,0,10,1,0,18,10,30,2,34,3,115,1
2,28,1,24,151,18,3,5,121,8,1,0,1,8,3,14,10,5,5,2,73,1
13,32,2,46,3,8,22,1,182,4,1,6,4,0,11,8,27,0,28,6,119,0
17,36,4,49,5,10,22,0,230,4,2,6,5,0,14,9,27,0,27,8,147,1
27,232,8,154,1517,82,42,7,882,39,0,44,0,13,44,52,138,24,87,8,364,0
26,232,5,154,1517,82,42,0,882,39,0,44,0,13,44,53,138,25,87,8,364,1
53,383,16,333,2573,93,33,17,1676,112,27,97,15,3,173,37,215,44,167,19,604,0
83,381,15,313,2573,93,33,0,1670,111,27,97,15,3,173,37,215,44,167,19,604,1
14,45,1,46,0,10,6,8,198,4,2,7,2,3,19,9,44,10,38,3,89,0
14,43,1,38,0,10,5,0,184,4,2,6,2,3,29,8,50,10,33,3,82,1
3,18,1,24,11,7,5,2,81,7,3,2,0,2,18,15,15,7,10,4,38,0
4,18,1,15,11,7,5,0,77,7,3,2,0,2,18,15,14,7,9,4,36,1
35,65,7,111,0,15,2,0,473,18,2,10,5,2,13,11,45,1,41,16,177,1
18,40,2,65,66,12,3,8,206,6,14,2,5,0,39,18,66,22,60,4,100,0
20,40,1,61,66,12,3,0,206,6,14,2,5,0,38,18,66,22,60,4,100,1
6,32,4,0,378,32,8,0,238,2,0,0,0,0,11,0,12,2,12,0,322,0
8,32,4,0,378,32,8,0,238,2,0,0,0,0,11,0,12,2,12,0,324,1
15,60,5,73,96,16,10,5,274,12,6,17,1,3,9,29,69,40,49,4,131,0
19,59,4,68,96,16,10,0,274,12,6,16,1,3,9,29,69,40,49,4,131,1
9,13,3,27,4,7,8,4,174,4,0,3,1,2,8,0,16,0,16,4,224,0
18,13,2,27,4,7,8,0,174,4,0,3,1,2,8,0,16,0,16,3,224,1
20,39,1,73,0,13,7,0,221,10,2,5,5,2,16,15,45,8,47,4,111,0
21,35,1,68,0,11,7,0,201,10,2,5,3,2,14,15,45,8,47,4,110,1
17,40,2,54,3,13,4,2,216,5,5,3,9,0,4,3,33,1,34,7,81,0
6,38,1,20,4,16,3,0,127,17,0,16,0,2,11,0,11,0,5,1,92,0
47,62,6,107,216,32,24,0,457,17,2,12,0,6,17,24,99,7,88,8,298,0
11,33,1,21,122,21,11,0,165,21,2,7,0,0,18,2,23,1,20,1,50,0
9,22,2,19,21,7,2,0,86,14,1,1,0,4,0,17,16,2,14,2,51,0
21,59,2,59,382,34,15,0,260,8,14,5,0,1,2,13,52,7,45,3,174,0
7,28,5,58,8,8,10,2,173,6,4,4,0,3,9,31,35,11,37,4,124,0
10,7,1,13,2,5,4,0,44,4,0,0,1,1,7,7,10,6,9,2,67,0
23,80,2,67,756,41,14,2,348,42,0,23,8,0,4,13,38,0,29,4,138,0
28,15,4,12,6,15,1,0,113,13,0,0,0,0,2,0,3,0,3,0,100,0
37,109,2,68,61,15,10,0,551,8,21,37,7,28,100,104,177,41,140,10,223,0
24,118,3,124,496,70,7,0,410,13,0,16,0,7,5,2,16,0,10,3,224,0
16,30,3,20,378,29,0,15,111,27,0,0,0,0,48,9,11,5,10,1,86,0
33,65,5,63,753,49,40,0,316,25,2,8,2,0,25,2,50,5,47,3,201,0
4,1,1,2,0,1,3,0,8,1,0,0,0,0,119,361,0,2,3,0,147,0
11,20,1,7,21,11,5,0,89,7,1,5,0,1,1,0,15,0,9,3,48,0
53,249,3,237,1831,68,17,11,910,68,29,51,20,14,144,25,173,34,143,6,372,0
100,98,23,190,22,37,46,0,1182,19,8,18,6,4,81,397,115,15,113,21,495,0
5,22,2,19,14,9,5,1,128,3,4,4,1,1,0,7,17,2,15,4,91,0
1,28,1,24,151,18,3,0,125,8,1,0,1,8,3,14,10,3,5,2,76,0
38,286,8,92,2145,85,26,41,1155,75,48,82,0,19,4,172,461,127,283,7,324,0
3,23,1,11,0,9,5,0,85,14,0,12,0,0,12,4,16,6,9,1,31,1
27,132,8,70,1394,60,20,18,533,50,5,33,11,20,29,98,94,21,49,6,255,0
27,132,4,66,1394,60,20,0,532,50,5,33,11,20,29,98,94,21,49,6,255,1
9,48,1,27,78,13,1,10,150,3,0,15,0,5,0,27,26,22,17,2,66,0
6,48,1,27,78,13,0,0,149,3,0,15,0,5,0,30,25,18,16,2,55,1
6,24,2,25,0,8,6,1,190,3,3,3,4,2,7,1,13,5,11,8,54,0
16,24,2,24,0,8,6,0,188,3,3,3,4,2,7,1,13,5,11,8,54,1
1,66,5,58,28,12,1,17,323,21,6,10,5,0,53,20,56,22,43,8,149,0
21,66,5,52,28,12,1,0,323,21,6,10,5,0,53,20,56,22,43,8,149,1
89,357,88,451,1706,157,59,57,2800,70,19,66,24,6,214,77,290,28,205,30,1282,0
114,357,69,420,1706,157,59,0,2800,70,19,66,24,6,214,77,290,28,205,30,1282,1
15,60,5,74,96,16,10,5,277,12,6,17,1,3,9,30,69,40,49,4,131,1
76,306,31,271,285,99,18,84,1663,105,19,113,7,10,296,37,161,42,138,30,899,0
146,306,29,223,285,99,18,0,1663,105,19,113,7,10,296,37,161,42,138,30,899,1
27,46,3,42,6,28,2,1,172,35,3,6,1,0,6,1,6,3,6,3,97,0
34,43,2,38,6,28,2,0,172,35,3,3,1,0,6,1,6,3,6,3,97,1
12,14,1,13,1,3,1,0,57,4,0,3,0,0,0,1,13,0,8,3,28,0
10,14,1,12,1,3,1,0,57,4,0,3,0,0,0,0,13,0,8,3,28,1
28,301,4,126,3202,121,21,8,1118,80,33,92,7,40,34,105,242,83,84,4,313,0
39,300,4,106,3202,121,21,0,1118,80,33,91,7,40,34,105,242,83,84,4,313,1
27,215,12,186,444,50,25,13,1026,40,6,48,9,16,75,56,155,29,108,37,390,0
69,214,12,177,444,50,25,0,1020,39,6,47,9,16,75,55,155,29,108,37,390,1
1,5,1,0,10,5,0,0,26,0,0,0,0,0,0,0,0,0,0,0,62,1
4,30,1,0,435,30,0,0,190,0,0,0,0,0,0,0,0,0,0,0,90,0
5,30,1,0,435,30,0,0,190,0,0,0,0,0,0,0,0,0,0,0,90,1
